A,B,C,D,id
0.61867831,0.050784211,0.129682027,0.200855452,2189
0.01587569,0.982194417,0.001673285,0.000256607,2190
0.045020217,0.275782296,0.01763017,0.661567317,2191
0.928251848,0.012438584,0.055745854,0.003563714,2192
0.138333066,0.007804219,0.847392789,0.006469925,2193
0.353652185,0.483385254,0.147424164,0.015538396,2194
0.999075987,0.000709518,0.000139712,7.48E-05,2195
0.467096147,0.529289277,0.001582546,0.00203203,2196
0.867177381,0.124928737,0.006219836,0.001674046,2197
0.024352675,0.972764293,0.001877877,0.001005155,2198
0.03630959,0.005230892,0.02202288,0.936436637,2199
0.007556138,0.00216487,0.989658747,0.000620246,2200
0.97446295,0.000834758,0.00030709,0.024395202,2201
0.575981043,0.020980108,0.289621457,0.113417392,2202
0.047328471,0.013559837,0.838917316,0.100194375,2203
0.279365462,0.016777204,0.297382986,0.406474348,2204
0.063798365,0.005934171,0.15304432,0.777223144,2205
0.059978019,0.938214177,0.000709268,0.001098536,2206
0.169493143,0.808606514,0.016782094,0.005118249,2207
0.171241538,0.007523827,0.004286948,0.816947687,2208
0.014530638,0.01646537,0.95695767,0.012046322,2209
0.725678137,0.055958289,0.126103952,0.092259622,2210
0.95826067,0.021170734,0.000680532,0.019888064,2211
0.997611085,0.001408976,0.000665553,0.000314385,2212
0.632262195,0.019092665,0.338425576,0.010219564,2213
0.920907377,0.02960252,0.040461847,0.009028256,2214
0.125422959,0.002949665,0.001019377,0.870607999,2215
0.058407553,0.013032487,0.7115496,0.217010361,2216
0.640642607,0.250879257,0.040954908,0.067523228,2217
0.004060953,0.993682574,0.001092991,0.001163482,2218
0.949912699,0.044428008,0.001260325,0.004398967,2219
0.09011242,0.403855849,0.487143141,0.018888589,2220
0.014001672,0.981592947,0.001079693,0.003325689,2221
0.203269831,0.755239068,0.029283796,0.012207305,2222
0.952680658,0.039321826,0.005321632,0.002675884,2223
0.281147918,0.717936317,0.000542743,0.000373021,2224
0.905209839,0.008336695,0.007357107,0.079096359,2225
0.003154212,0.005200417,0.000621101,0.99102427,2226
0.327026107,0.239257411,0.288599527,0.145116955,2227
0.991998103,0.004054069,0.002786318,0.00116151,2228
0.117814991,0.007075338,0.870541488,0.004568182,2229
0.021547296,0.97530503,0.002573458,0.000574216,2230
0.008059128,0.991585786,0.000293554,6.15E-05,2231
0.324604285,0.023514253,0.006328777,0.645552685,2232
0.99481994,0.002974457,0.000965665,0.001239938,2233
0.024962566,0.936713372,0.013361496,0.024962566,2234
0.253460311,0.688976557,0.049909294,0.007653838,2235
0.981982397,0.00621567,0.009043746,0.002758187,2236
0.014054669,0.985308274,0.000480924,0.000156133,2237
0.162698375,0.006715362,0.826250499,0.004335764,2238
0.010965346,0.987068872,0.001483998,0.000481784,2239
0.775127005,0.162475442,0.059771382,0.002626171,2240
0.016453024,0.273967419,0.009979264,0.699600293,2241
0.975947961,0.008988171,0.013921151,0.001142718,2242
0.039101853,0.370988072,0.015312509,0.574597566,2243
0.007323688,0.032822491,0.959213885,0.000639937,2244
0.996447849,0.002179721,0.000707652,0.000664777,2245
0.620105021,0.013699906,0.012869871,0.353325201,2246
0.019067121,0.977956699,0.002580454,0.000395725,2247
0.172249112,0.195183814,0.134147743,0.498419331,2248
0.003171186,0.99635694,0.00031399,0.000157884,2249
0.018721469,0.014580298,0.006469968,0.960228265,2250
0.99096447,0.002307532,0.003573976,0.003154022,2251
0.092834525,0.010415743,0.252350403,0.644399329,2252
0.01567156,0.969565105,0.002558312,0.012205023,2253
0.954031397,0.03066729,0.004702981,0.010598332,2254
0.232977899,0.150421837,0.594929943,0.02167032,2255
0.113439431,0.421478618,0.136834073,0.328247878,2256
0.082042304,0.882037853,0.0151763,0.020743543,2257
0.313902137,0.018851289,0.002715785,0.66453079,2258
0.007105964,0.001687814,0.990722655,0.000483567,2259
0.056600796,0.068273592,0.68953877,0.185586842,2260
0.027139209,0.013646452,0.956689999,0.00252434,2261
0.009114938,0.989712389,0.000796454,0.000376218,2262
0.180922322,0.810837581,0.005815737,0.00242436,2263
0.568427261,0.415870268,0.004619902,0.011082569,2264
0.034478848,0.835346074,0.128104462,0.002070616,2265
0.455750438,0.00650093,0.021315729,0.516432903,2266
0.536282311,0.010455841,0.008668197,0.444593651,2267
0.083551455,0.016452257,0.107282192,0.792714097,2268
0.722126871,0.104032252,0.097729256,0.076111621,2269
0.30695377,0.394136466,0.087943728,0.210966035,2270
0.890774729,0.011213201,0.004125106,0.093886963,2271
0.009351114,0.025418962,0.309666314,0.655563611,2272
0.005905446,0.993143392,0.000549292,0.000401871,2273
0.119170467,0.00978211,0.827207059,0.043840365,2274
0.716132929,0.002279294,0.001146101,0.280441676,2275
0.664439382,0.089922087,0.001204957,0.244433574,2276
0.061766879,0.022722765,0.907657579,0.007852777,2277
0.253287665,0.417600761,0.105585995,0.22352558,2278
0.083033824,0.653111579,0.199187789,0.064666807,2279
0.051319785,0.379204818,0.551739754,0.017735643,2280
0.009301817,0.575482965,0.395523272,0.019691947,2281
0.000709548,0.999117977,0.00010222,7.03E-05,2282
0.732359779,0.237762402,0.006336153,0.023541666,2283
0.007111934,0.99155469,0.000749592,0.000583783,2284
0.014928358,0.001304425,0.000616167,0.983151049,2285
0.230467628,0.058271342,0.5528631,0.15839793,2286
0.995366939,0.002795781,0.001592988,0.000244293,2287
0.092001925,0.820004157,0.063231937,0.024761982,2288
0.950511562,0.032524713,0.010559228,0.006404496,2289
0.099503936,0.004371898,0.886868859,0.009255308,2290
0.064575118,0.891431916,0.028655035,0.015337931,2291
0.665989495,0.015662573,0.102132806,0.216215126,2292
0.334021249,0.51734223,0.122879565,0.025756956,2293
0.981098956,0.004543389,0.002755705,0.01160195,2294
0.009122681,0.990553267,0.000167088,0.000156964,2295
0.995584264,0.001240891,0.000707038,0.002467807,2296
0.230662794,0.00350243,0.756314184,0.009520592,2297
0.353131288,0.078794232,0.11464493,0.45342955,2298
0.594748003,0.058888027,0.338877197,0.007486772,2299
0.016501549,0.959060695,0.021188408,0.003249348,2300
0.976304238,0.005123174,0.003748194,0.014824394,2301
0.573155342,0.023656943,0.393923522,0.009264192,2302
0.105752456,0.174356323,0.689592635,0.030298586,2303
0.026629307,0.012578794,0.938715429,0.022076471,2304
0.030912073,0.004740519,0.961646342,0.002701066,2305
0.845972904,0.00503034,0.094915522,0.054081234,2306
0.098423517,0.067645428,0.566388199,0.267542857,2307
0.015707261,0.971773754,0.007419585,0.005099401,2308
0.039481789,0.956556101,0.001438124,0.002523986,2309
0.609247597,0.015252215,0.005972853,0.369527336,2310
0.836348879,0.145335645,0.011929875,0.006385602,2311
0.718172265,0.075694798,0.000373144,0.205759793,2312
0.727604327,0.003818117,0.000906882,0.267670673,2313
0.994110286,0.002972336,0.002623077,0.000294301,2314
0.053234216,0.832723152,0.077455327,0.036587306,2315
0.36712609,0.605288629,0.017170716,0.010414566,2316
0.006665093,0.003351419,0.989187456,0.000796032,2317
0.678520064,0.000658635,0.000311117,0.320510184,2318
0.010935678,0.219648997,0.766650352,0.002764972,2319
0.028516001,0.944320375,0.022208284,0.004955339,2320
0.129875374,0.009408143,0.201154914,0.65956157,2321
0.227631175,0.746373889,0.022538539,0.003456397,2322
0.869463623,0.086088555,0.003782467,0.040665354,2323
0.025864846,0.002560967,0.970571298,0.001002889,2324
0.909223045,0.03752812,0.027456159,0.025792675,2325
0.987491439,0.011677544,0.000129726,0.000701291,2326
0.649755965,0.039020881,0.254448107,0.056775047,2327
0.089923562,0.908195898,0.00088158,0.000998961,2328
0.05540658,0.00962822,0.922602321,0.012362879,2329
0.995350901,0.002976046,0.000706873,0.000966181,2330
0.018896502,0.006134794,0.969205598,0.005763106,2331
0.039367457,0.005005012,0.95378629,0.001841241,2332
0.551425417,0.429450547,0.008372952,0.010751083,2333
0.010237235,0.005479597,0.980959625,0.003323544,2334
0.238611352,0.73497473,0.015253915,0.011160003,2335
0.895393709,0.018583303,0.057240604,0.028782383,2336
0.156462588,0.018686789,0.399541214,0.425309409,2337
0.02102145,0.256093688,0.068926681,0.653958181,2338
0.070219858,0.012202382,0.910625053,0.006952707,2339
0.024750512,0.872485648,0.097890174,0.004873666,2340
0.057715813,0.902827212,0.03500641,0.004450565,2341
0.004890744,0.992120242,0.001401222,0.001587792,2342
0.004606049,0.994629762,0.000585593,0.000178596,2343
0.338658567,0.10328504,0.52452465,0.033531743,2344
0.011538454,0.008986157,0.975729401,0.003745988,2345
0.001921452,0.995336841,0.002626314,0.000115392,2346
0.529309567,0.412226705,0.015015356,0.043448372,2347
0.084594478,0.102040419,0.010754981,0.802610122,2348
0.223759886,0.01522705,0.287313381,0.473699683,2349
0.883242872,0.105488309,0.004933754,0.006335065,2350
0.391669574,0.606629704,0.001033466,0.000667256,2351
0.967298179,0.027440136,0.003713619,0.001548067,2352
0.005524646,0.98902449,0.003147849,0.002303015,2353
0.973561853,0.001879416,0.024372643,0.000186088,2354
0.954141052,0.04192203,0.003441171,0.000495748,2355
0.006277643,0.001400731,0.991773091,0.000548534,2356
0.037119842,0.003452682,0.957333318,0.002094158,2357
0.00180418,0.000706527,0.002625067,0.994864226,2358
0.467510683,0.439185643,0.059437313,0.03386636,2359
0.086912269,0.024900782,0.824600575,0.063586374,2360
0.720095975,0.233780942,0.035851464,0.010271619,2361
0.842457611,0.129195051,0.001266584,0.027080754,2362
0.016838396,0.978638057,0.002748793,0.001774754,2363
0.164594052,0.047156985,0.003014645,0.785234317,2364
0.938655613,0.010427521,0.049746931,0.001169935,2365
0.48347442,0.400814372,0.061466878,0.05424433,2366
0.272937843,0.654743848,0.018573656,0.053744654,2367
0.88715633,0.093505589,0.011167653,0.008170429,2368
0.928746703,0.038333959,0.028045723,0.004873615,2369
0.035959423,0.081035812,0.386600236,0.496404529,2370
0.984529915,0.010274489,0.002597798,0.002597798,2371
0.979075012,0.011578015,0.00275002,0.006596954,2372
0.888931983,0.019639067,0.088016192,0.003412758,2373
0.008332634,0.002879681,0.963121367,0.025666318,2374
0.003362389,0.992425078,0.003362389,0.000850145,2375
0.296361646,0.029343777,0.589385545,0.084909033,2376
0.023833138,0.952011265,0.013579709,0.010575888,2377
0.827641155,0.126922886,0.006726667,0.038709293,2378
0.088337768,0.015350802,0.892179817,0.004131612,2379
0.014619834,0.90449725,0.032946313,0.047936603,2380
0.032889954,0.961185454,0.001743104,0.004181488,2381
0.033008787,0.964658141,0.001862228,0.000470845,2382
0.342314585,0.467888562,0.028098892,0.16169796,2383
0.115150648,0.147856341,0.662646166,0.074346846,2384
0.024392613,0.109320109,0.80777244,0.058514838,2385
0.021197863,0.959488468,0.017573642,0.001740026,2386
0.004590113,0.002308054,0.001913444,0.991188389,2387
0.098606988,0.222214305,0.208751021,0.470427687,2388
0.010941321,0.003134741,0.984906236,0.001017701,2389
0.181043248,0.00619496,0.81137951,0.001382282,2390
0.212096465,0.449008194,0.255837172,0.083058169,2391
0.073515708,0.014476101,0.016403572,0.895604619,2392
0.529790458,0.03181639,0.266395372,0.171997779,2393
0.217411079,0.669673269,0.037780385,0.075135267,2394
0.029525472,0.042959308,0.00900476,0.918510459,2395
0.04192193,0.791008868,0.078320476,0.088748726,2396
0.553170169,0.015692229,0.315186843,0.11595076,2397
0.02029609,0.977920415,0.000891748,0.000891748,2398
0.027297708,0.962277484,0.005375239,0.005049569,2399
0.023725445,0.017357906,0.947709543,0.011207107,2400
0.056733068,0.082546127,0.783175895,0.07754491,2401
0.173622093,0.730976336,0.08201327,0.013388301,2402
0.010320061,0.988896511,0.000582218,0.000201209,2403
0.797036593,0.027273095,0.018744506,0.156945806,2404
0.720416308,0.03165288,0.233884932,0.01404588,2405
0.975531608,0.003104904,0.007448276,0.013915212,2406
0.006228499,0.984009412,0.006630203,0.003131886,2407
0.105609388,0.884256596,0.00765032,0.002483695,2408
0.012396793,0.925133445,0.05219246,0.010277302,2409
0.028097127,0.007562237,0.930449032,0.033891604,2410
0.734017198,0.053172024,0.144536547,0.068274231,2411
0.020272168,0.001664041,0.001295957,0.976767834,2412
0.964172384,0.016589502,0.011401787,0.007836326,2413
0.011314962,0.451974504,0.137844435,0.398866099,2414
0.996385609,0.002320156,0.000586627,0.000707608,2415
0.560392893,0.001783608,0.001389075,0.436434424,2416
0.057937502,0.03101171,0.906294989,0.004755799,2417
0.993027598,0.005547008,0.000333124,0.001092271,2418
0.292752777,0.002870047,0.002099771,0.702277405,2419
0.385618566,0.561071703,0.049025896,0.004283835,2420
0.00618075,0.976465811,0.011547161,0.005806277,2421
0.975260858,0.007926449,0.003744189,0.013068504,2422
0.775209832,0.162492803,0.034060346,0.028237019,2423
0.997751522,0.001596804,0.000356295,0.000295379,2424
0.902053985,0.024038922,0.028996475,0.044910618,2425
0.033832786,0.928834317,0.010983897,0.026349,2426
0.029238504,0.968246377,0.000645963,0.001869156,2427
0.983650645,0.007510267,0.001783845,0.007055243,2428
0.746039667,0.13800347,0.050768639,0.065188223,2429
0.017958582,0.000839934,0.00069633,0.980505154,2430
0.253789121,0.734363126,0.007199443,0.00464831,2431
0.016858833,0.594294284,0.383705229,0.005141654,2432
0.577221392,0.25614044,0.078118411,0.088519757,2433
0.271597305,0.476668114,0.10635902,0.145375561,2434
0.55450177,0.013881679,0.02593439,0.405682161,2435
0.190587108,0.017727367,0.334490792,0.457194733,2436
0.362197311,0.071320879,0.005499674,0.560982136,2437
0.010290925,0.986104515,0.002296216,0.001308344,2438
0.586071916,0.003273771,0.007853369,0.402800944,2439
0.080057065,0.025990724,0.713540831,0.180411381,2440
0.015182155,0.939286635,0.043931023,0.001600187,2441
0.982481038,0.015880323,0.000895907,0.000742733,2442
0.148898784,0.804939232,0.003501763,0.042660221,2443
0.031238222,0.857603883,0.109032108,0.002125787,2444
0.251991301,0.684983416,0.003172102,0.05985318,2445
0.995722618,0.002178135,0.001696333,0.000402914,2446
0.14321445,0.056083584,0.774209956,0.026492009,2447
0.192086046,0.670446197,0.005449062,0.132018695,2448
0.096681104,0.861709298,0.037860864,0.003748734,2449
0.079629819,0.911315099,0.003286716,0.005768366,2450
0.740591194,0.011245285,0.007728764,0.240434758,2451
0.870513108,0.080970335,0.00517626,0.043340297,2452
0.107474146,0.04480189,0.845349551,0.002374413,2453
0.024353811,0.00146256,0.001373948,0.972809681,2454
0.066506098,0.026044162,0.715007963,0.192441777,2455
0.568552595,0.036346349,0.004340952,0.390760103,2456
0.769459389,0.049189897,0.151515533,0.029835181,2457
0.019849302,0.019849302,0.956392839,0.003908558,2458
0.922690044,0.009629134,0.000841384,0.066839438,2459
0.041869136,0.952937085,0.004145606,0.001048173,2460
0.011436259,0.707536292,0.003952265,0.277075185,2461
0.609126835,0.064201496,0.072749826,0.253921843,2462
0.448681066,0.01851928,0.395959651,0.136840002,2463
0.477763601,0.011960576,0.477763601,0.032512223,2464
0.833454136,0.12007046,0.009855984,0.036619421,2465
0.998023996,0.001031256,0.000487131,0.000457617,2466
0.034205485,0.025025268,0.939066256,0.001702991,2467
0.990208263,0.004585574,0.004585574,0.00062059,2468
0.542792217,0.006029877,0.001187353,0.449990553,2469
0.037452974,0.585863045,0.35534392,0.021340061,2470
0.093233053,0.444790018,0.368743876,0.093233053,2471
0.005849659,0.983761269,0.007056036,0.003333035,2472
0.005553815,0.994246589,0.000115266,8.43E-05,2473
0.210342422,0.004946779,0.003193881,0.781516918,2474
0.011030385,0.932765539,0.052623035,0.003581042,2475
0.920688086,0.013132909,0.020340648,0.045838357,2476
0.031008156,0.002110132,0.002246223,0.964635489,2477
0.962950447,0.021274349,0.010049291,0.005725913,2478
0.545608205,0.452325089,0.000873193,0.001193513,2479
0.883867965,0.099167229,0.012607701,0.004357105,2480
0.518454204,0.003082841,0.40377254,0.074690414,2481
0.062141912,0.013865735,0.857842633,0.066149721,2482
0.498434716,0.002168363,0.000962205,0.498434716,2483
0.078535561,0.012043818,0.898791988,0.010628632,2484
0.023784405,0.950064759,0.008749794,0.017401042,2485
0.125537388,0.002159991,0.000900418,0.871402203,2486
0.838395259,0.004683237,0.001833982,0.155087522,2487
0.260043237,0.706870786,0.024187789,0.008898188,2488
0.00849176,0.981514001,0.00797727,0.00201697,2489
0.169509545,0.713661799,0.020245028,0.096583627,2490
0.020084797,0.148407675,0.802284321,0.029223207,2491
0.031192705,0.074827408,0.856354303,0.037625584,2492
0.962871386,0.030951451,0.003472656,0.002704507,2493
0.898206475,0.078484404,0.006857892,0.016451229,2494
0.848578537,0.065435347,0.050961099,0.035025017,2495
0.280334218,0.715858484,0.001381932,0.002425366,2496
0.885958622,0.049982363,0.038926304,0.025132711,2497
0.046504694,0.017108121,0.934071853,0.002315332,2498
0.251490594,0.086912824,0.019392872,0.64220371,2499
0.717900665,0.071081798,0.170516349,0.040501188,2500
0.430458708,0.131282489,0.314930318,0.123328485,2501
0.074775706,0.010772462,0.910954526,0.003497306,2502
0.910100261,0.018888526,0.005083778,0.065927435,2503
0.565419597,0.020595406,0.302647283,0.111337713,2504
0.796397123,0.166933901,0.009417766,0.02725121,2505
0.936790561,0.020696399,0.028288624,0.014224417,2506
0.092656393,0.173104931,0.684643283,0.049595393,2507
0.013989206,0.463258999,0.493136638,0.029615157,2508
0.038782658,0.829209864,0.063941793,0.068065684,2509
0.039280426,0.951677608,0.002216051,0.006825916,2510
0.012402031,0.001901913,0.985215177,0.000480879,2511
0.018965243,0.972731377,0.004795163,0.003508216,2512
0.434630559,0.003532466,0.00376029,0.558076685,2513
0.498854361,0.322084583,0.142924167,0.036136889,2514
0.672910672,0.048745484,0.232551699,0.045792145,2515
0.767468345,0.023175537,0.091661028,0.11769509,2516
0.018647891,0.002523718,0.580118894,0.398709497,2517
0.005477081,0.98050971,0.012342793,0.001670415,2518
0.993087808,0.005547344,0.001162786,0.000202062,2519
0.064679867,0.892878073,0.032523079,0.009918981,2520
0.052985121,0.00632817,0.001503072,0.939183637,2521
0.251272699,0.098399803,0.236048856,0.414278643,2522
0.027424039,0.355640397,0.486102788,0.130832775,2523
0.003372373,0.995372185,0.000852669,0.000402772,2524
0.041851183,0.952528644,0.001727405,0.003892767,2525
0.956331572,0.008807509,0.025485373,0.009375545,2526
0.202290831,0.042402467,0.003705086,0.751601616,2527
0.075725124,0.281352967,0.117285366,0.525636543,2528
0.445785073,0.197815927,0.306383301,0.050015699,2529
0.998135205,0.001244071,0.000429939,0.000190784,2530
0.003587478,0.000852101,0.000852101,0.99470832,2531
0.071981903,0.034001843,0.876919054,0.0170972,2532
0.812121871,0.013126725,0.150227447,0.024523957,2533
0.918899985,0.075427897,0.002924657,0.002747461,2534
0.34550075,0.304903342,0.324567918,0.02502799,2535
0.118670718,0.002970863,0.001493844,0.876864576,2536
0.369661723,0.127751666,0.445897153,0.056689458,2537
0.99420622,0.00262333,0.00246439,0.00070606,2538
0.039213031,0.009313911,0.950044723,0.001428335,2539
0.063567444,0.77440993,0.098455183,0.063567444,2540
0.999281305,0.000430433,0.000179431,0.00010883,2541
0.022354292,0.013558563,0.950528581,0.013558563,2542
0.353497952,0.030888307,0.426399923,0.189213819,2543
0.826410916,0.13490788,0.010402976,0.028278228,2544
0.739197749,0.255459907,0.002837903,0.002504441,2545
0.998552219,0.000855393,0.000314682,0.000277706,2546
0.593901396,0.132517329,0.132517329,0.141063946,2547
0.903911724,0.057785138,0.03730889,0.000994248,2548
0.491790289,0.013105766,0.491790289,0.003313657,2549
0.020266131,0.002420444,0.000836483,0.976476942,2550
0.445301554,0.174382584,0.369167954,0.011147908,2551
0.180894031,0.007014024,0.001381143,0.810710801,2552
0.032410313,0.05688187,0.020925671,0.889782146,2553
0.039511992,0.957287982,0.001352026,0.001848,2554
0.075218237,0.027671243,0.490484548,0.406625972,2555
0.084691662,0.910521136,0.003721092,0.001066111,2556
0.389835156,0.603788501,0.004330677,0.002045667,2557
0.27197966,0.128474079,0.575780945,0.023765315,2558
0.008486412,0.004008697,0.006609224,0.980895667,2559
0.894483262,0.094277843,0.004409432,0.006829462,2560
0.900469046,0.073915009,0.021177005,0.004438941,2561
0.059775559,0.003372307,0.001805066,0.935047068,2562
0.078729957,0.050831881,0.02401128,0.846426882,2563
0.117561767,0.816040392,0.043248557,0.023149284,2564
0.015861836,0.002146666,0.000654696,0.981336802,2565
0.00485495,0.007519494,0.002766267,0.984859288,2566
0.090389253,0.627425811,0.102424442,0.179760494,2567
0.012272784,0.012272784,0.000506558,0.974947873,2568
0.06344233,0.932278189,0.00149202,0.002787461,2569
0.007562558,0.990499461,0.001234554,0.000703427,2570
0.68349059,0.267658753,0.020639629,0.028211028,2571
0.343082727,0.071914046,0.565647824,0.019355403,2572
0.027425493,0.966781959,0.003077056,0.002715492,2573
0.937648923,0.056310192,0.005237664,0.000803222,2574
0.03643431,0.022098526,0.939653207,0.001813957,2575
0.785235585,0.073038291,0.113123918,0.028602206,2576
0.902371077,0.015526153,0.078848312,0.003254459,2577
0.038561051,0.021971425,0.934248852,0.005218672,2578
0.013164241,0.003126781,0.982405541,0.001303436,2579
0.080398533,0.023034565,0.558076434,0.338490468,2580
0.997289428,0.001499364,0.000753928,0.00045728,2581
0.623277033,0.333616155,0.033032477,0.010074336,2582
0.99712406,0.000967902,0.00124281,0.000665228,2583
0.041901493,0.953673594,0.003439484,0.000985429,2584
0.987148563,0.004294437,0.006651355,0.001905645,2585
0.82443612,0.009158658,0.162341093,0.00406413,2586
0.978287491,0.016832366,0.003314489,0.001565654,2587
0.004053255,0.002458424,0.001689648,0.991798673,2588
0.949700661,0.039198828,0.008746439,0.002354072,2589
0.019949156,0.009423314,0.961204215,0.009423314,2590
0.01234304,0.980528952,0.004007199,0.003120809,2591
0.002628493,0.000853347,0.996162433,0.000355728,2592
0.008056381,0.991247818,0.000548244,0.000147558,2593
0.494804019,0.494804019,0.007057999,0.003333963,2594
0.667909701,0.015707733,0.261557205,0.054825362,2595
0.0048855,0.003154316,0.000903727,0.991056457,2596
0.790443669,0.113874197,0.034729668,0.060952465,2597
0.600046288,0.234981502,0.151715461,0.013256749,2598
0.992904081,0.003364011,0.002040376,0.001691531,2599
0.099353481,0.012631375,0.002487265,0.885527879,2600
0.408817558,0.435184026,0.09710267,0.058895746,2601
0.304750002,0.68676475,0.007629268,0.00085598,2602
0.059968223,0.730562604,0.153134241,0.056334932,2603
0.646157436,0.105482289,0.223306035,0.02505424,2604
0.151746487,0.563806598,0.018123536,0.266323379,2605
0.037298049,0.961929298,0.000469513,0.00030314,2606
0.014775475,0.004233245,0.007908742,0.973082538,2607
0.229520651,0.005745937,0.752569263,0.012164149,2608
0.912126431,0.016706178,0.070335638,0.000831752,2609
0.479676177,0.036988657,0.226582995,0.256752171,2610
0.461473841,0.012297864,0.522918369,0.003309925,2611
0.966906418,0.006935145,0.000391254,0.025767183,2612
0.868623854,0.059110598,0.026230169,0.04603538,2613
0.28930068,0.009899325,0.693996295,0.0068037,2614
0.016856406,0.979684467,0.00156789,0.001891236,2615
0.024168212,0.96539578,0.008890986,0.001545022,2616
0.146904658,0.84537789,0.0050268,0.002690652,2617
0.167656288,0.799843417,0.024153178,0.008347117,2618
0.037051928,0.955581835,0.00643866,0.000927577,2619
0.022178715,0.943063061,0.002488383,0.03226984,2620
0.011475831,0.179512219,0.004494,0.80451795,2621
0.014944468,0.98421178,0.00022692,0.000616832,2622
0.019061536,0.001887348,0.001380813,0.977670303,2623
0.007534497,0.003343413,0.002297892,0.986824199,2624
0.911124923,0.003963708,0.074789685,0.010121683,2625
0.014048513,0.984876554,0.000744544,0.000330389,2626
0.023624275,0.163984991,0.077461016,0.734929719,2627
0.041986113,0.424044744,0.022473547,0.511495597,2628
0.050054841,0.004373743,0.94446556,0.001105855,2629
0.274978675,0.089272495,0.513727798,0.122021033,2630
0.991069927,0.007108456,0.000797547,0.00102407,2631
0.055919227,0.004886166,0.93113868,0.008055926,2632
0.003804445,0.002456334,0.990955829,0.002783392,2633
0.020254927,0.002918,0.975937133,0.00088994,2634
0.597494061,0.233982036,0.04328233,0.125241574,2635
0.939680238,0.005587544,0.049801227,0.00493099,2636
0.014942824,0.984103694,0.000579396,0.000374086,2637
0.050117032,0.945638948,0.001040146,0.003203875,2638
0.990084737,0.004585001,0.00430721,0.001023052,2639
0.030986588,0.963964418,0.001980906,0.003068088,2640
0.994034416,0.004324393,0.001238959,0.000402231,2641
0.092569057,0.019403528,0.878270708,0.009756707,2642
0.159863374,0.811853152,0.020324347,0.007959127,2643
0.044098057,0.011868828,0.942857941,0.001175173,2644
0.161370837,0.301480413,0.008034179,0.529114571,2645
0.962459289,0.004744528,0.0309382,0.001857984,2646
0.036714124,0.0076957,0.008720371,0.946869805,2647
0.10915625,0.024356051,0.858580447,0.007907252,2648
0.168664207,0.020144067,0.006539819,0.804651906,2649
0.013647694,0.13783686,0.004162312,0.844353134,2650
0.083168383,0.008234785,0.894144334,0.014452498,2651
0.052269497,0.013215795,0.926498922,0.008015785,2652
0.339071022,0.011602371,0.633468047,0.015858561,2653
0.007111222,0.991455739,0.000849314,0.000583725,2654
0.084591733,0.025799021,0.035263081,0.854346165,2655
0.983364307,0.013177089,0.001675279,0.001783325,2656
0.728732809,0.038621421,0.222250956,0.010394814,2657
0.86025382,0.016772276,0.020231232,0.102742672,2658
0.016132679,0.442901288,0.534240931,0.006725101,2659
0.632304327,0.006198893,0.001220635,0.360276145,2660
0.00913315,0.001024711,0.601490612,0.388351527,2661
0.961099968,0.032887036,0.004737827,0.001275169,2662
0.329664011,0.011280483,0.003440353,0.655615152,2663
0.017930603,0.978977605,0.002141505,0.000950287,2664
0.181488067,0.813373108,0.003122675,0.00201615,2665
0.023879548,0.009351368,0.615861684,0.3509074,2666
0.01459307,0.5829182,0.400633429,0.001855301,2667
0.89828065,0.073735358,0.006858458,0.021125534,2668
0.053383008,0.007690553,0.154468855,0.784457584,2669
0.764022785,0.21889618,0.011601075,0.00547996,2670
0.007557623,0.000902629,0.001686334,0.989853415,2671
0.077735564,0.506899553,0.088085934,0.327278949,2672
0.847944762,0.008312957,0.01370575,0.130036531,2673
0.115256447,0.017675153,0.623070501,0.243997899,2674
0.011647959,0.00157638,0.984989389,0.001786272,2675
0.995578884,0.003590619,0.000586152,0.000244345,2676
0.594384051,0.066688046,0.091151752,0.247776151,2677
0.052539368,0.931282676,0.014140783,0.002037173,2678
0.336020619,0.102480486,0.203806808,0.357692087,2679
0.975525115,0.006573037,0.015767895,0.002133953,2680
0.015804706,0.004253779,0.977802581,0.002138934,2681
0.599536838,0.01168911,0.001683976,0.387090076,2682
0.279999398,0.003110512,0.001886621,0.715003469,2683
0.786840098,0.034571344,0.00302081,0.175567749,2684
0.992613119,0.004596711,0.002039778,0.000750392,2685
0.395146042,0.007704123,0.120512727,0.476637109,2686
0.049816107,0.939961061,0.00463362,0.005589212,2687
0.375317127,0.022539547,0.512997689,0.089145637,2688
0.001808535,0.997265597,0.000665323,0.000260544,2689
0.032916701,0.96196706,0.00224001,0.002876229,2690
0.48283361,0.009413757,0.4535802,0.054172433,2691
0.025873116,0.001371225,0.970881417,0.001874242,2692
0.528193921,0.027993252,0.249501142,0.194311685,2693
0.274850907,0.021194224,0.701856357,0.002098513,2694
0.580290739,0.107342993,0.156183134,0.156183134,2695
0.956571929,0.019853017,0.017520226,0.006054828,2696
0.022657829,0.009445186,0.963435394,0.00446159,2697
0.02306186,0.051970703,0.921202692,0.003764745,2698
0.032324575,0.019605846,0.003406986,0.944662593,2699
0.142213124,0.161148582,0.637355043,0.05928325,2700
0.079801475,0.00479245,0.913279439,0.002126637,2701
0.024777496,0.529766183,0.00626473,0.439191591,2702
0.021252722,0.961971732,0.01068654,0.006089007,2703
0.030791704,0.006870556,0.957901775,0.004435965,2704
0.056179408,0.935471105,0.006303153,0.002046334,2705
0.023146369,0.868561013,0.103734828,0.00455779,2706
