Word,Frequency,PMI,R_Entropy,L_Entropy
佛,28,80,3.7336606896881843,4.208410187268527
覆,28,80,3.7254805569978675,3.8820451081368628
蔡,28,80,3.703465189601646,3.7254805569978675
璧,28,80,3.6644977792004623,4.236368983644952
盐,28,80,3.6635327548042533,4.088779347361362
警,28,80,3.5110854081804264,4.23890125660263
短,28,80,3.509275070710712,4.546593564294937
区,28,80,3.45852501923415,4.074719799326423
肉,28,80,3.4548223999466066,4.0836169753972325
穆,28,80,3.432817315121022,3.6464393446710153
汴,28,80,3.3005590923909534,3.893660689688185
耻,28,80,2.9808259362290777,3.796217602590055
默,28,80,2.8629613523404243,4.546593564294937
炳,27,80,4.39231742277876,3.7004397181410926
崔,27,80,4.3845171317931,3.794653473544342
贯,27,80,4.368522527728205,2.7732967821474683
刀,27,80,4.297079327540665,4.532665279941249
楼,27,80,4.297079327540665,4.163856189774723
浮,27,80,4.229871195093384,4.2098671219040344
骄,27,80,4.186704345910024,4.46967048737186
俟,27,80,4.163856189774723,3.1068905956085184
径,27,80,4.152391277629865,4.4838561897747224
配,27,80,4.001822825622231,4.0614821867207755
冲,27,80,3.969815782426811,4.315824333525707
均,27,80,3.969001629875993,4.053508854797679
董,27,80,3.954530447554699,4.186704345910022
束,27,80,3.892407118592875,2.8954618442383215
慕,27,80,3.8512274809529563,4.368522527728205
荒,27,80,3.826874881864637,4.293660689688184
毛,27,80,3.6841837197791887,3.7871439606981383
旗,27,80,3.572623663895163,3.9362600275315263
仇,27,80,3.5724312513221195,4.053508854797679
番,27,80,3.4632805178108104,4.0559581516151235
舞,27,80,3.3680424225727155,4.39231742277876
案,27,80,3.266056258283368,4.220175521464346
徽,27,80,3.229573958513623,3.0071964896856174
辨,27,80,3.024397470347699,3.8841550945958057
闭,27,80,2.6589934152538053,4.186704345910023
捷,27,80,2.1280852788913944,3.8438561897747237
檄,26,80,4.373660689688184,3.748994803525096
竞,26,80,4.368522527728205,3.8521687236032816
早,26,80,4.303508854797679,3.7254805569978675
薛,26,80,4.220175521464345,4.08746284125034
颎,26,80,4.201841232302569,2.9056390622295662
辈,26,80,4.186704345910023,4.315824333525707
涉,26,80,4.16829583405449,3.8349625007211565
蕃,26,80,4.142914673354254,3.4790795706241737
隋,26,80,4.136842188131012,3.773557262275185
妾,26,80,4.1219280948873624,3.9321380397593733
花,26,80,4.106603137064474,4.262692390839622
朴,26,80,4.106603137064473,4.142664355548846
馀,26,80,3.9705730958116847,2.5753604209625025
杂,26,80,3.938721875540868,4.247927513443583
革,26,80,3.9321380397593733,3.821928094887362
完,26,80,3.8521687236032816,4.136842188131012
忤,26,80,3.821928094887362,4.349648912578752
俊,26,80,3.7414460711655217,3.6531071683628116
驱,26,80,3.6835423624332306,3.697845823084411
租,26,80,3.6644977792004623,3.7923766229704445
纲,26,80,3.638147696204827,3.4817145729860717
诈,26,80,3.617809684374455,3.7321588913645685
乾,26,80,3.551428065028506,2.8453509366224368
宦,26,80,3.5383105956150045,3.546439344671015
诘,26,80,3.3816201079487347,4.436605434317882
允,26,80,3.2776134368191165,3.23890125660263
弓,26,80,3.0383201891060003,4.142914673354254
谈,26,80,3.0219280948873624,4.004886164091841
紫,26,80,2.6416041678685938,2.9617062775743133
宇,26,80,2.5246850668814873,4.243856189774723
昆,26,80,2.1339375660949167,3.9139770731827506
输,25,80,4.523561956057013,4.334962500721156
瞻,25,80,4.368522527728205,2.5478976275004666
旋,25,80,4.303508854797679,2.9182958340544896
悫,25,80,4.1757358691004915,2.6535442970305683
慰,25,80,4.061482186720775,3.7579254136901956
量,25,80,4.058813890331201,3.975418017913832
愧,25,80,3.93456081428629,3.152487689168952
闲,25,80,3.8801799226757367,4.106603137064474
猎,25,80,3.875,4.220175521464345
肆,25,80,3.8521687236032816,4.084962500721157
朋,25,80,3.8120607396830883,3.203856189774724
蔽,25,80,3.7871439606981387,4.303508854797679
兰,25,80,3.7256507561120933,3.820888851350188
戍,25,80,3.725650756112093,4.334962500721157
详,25,80,3.6901165175936654,4.055958151615124
邻,25,80,3.689703732199547,3.8841837197791884
邓,25,80,3.675310868912364,3.8073549220576055
储,25,80,3.625,4.053508854797679
卑,25,80,3.624680346973647,3.8868421881310122
绩,25,80,3.584962500721156,3.2865766899407327
创,25,80,3.5585186130489057,4.070656113151928
誉,25,80,3.5465935642949384,3.879664004902593
房,25,80,3.535174565635902,3.784941827437642
鼎,25,80,3.39624062518029,3.875
遵,25,80,3.312907291846956,3.94770277922009
岭,25,80,3.077819531114783,4.418295834054489
昼,25,80,2.2717374334224663,4.169925001442312
艾,24,80,4.436605434317882,3.334679141051595
祗,24,80,4.418295834054489,3.546593564294939
拱,24,80,4.349648912578752,3.452819531114783
庸,24,80,4.169925001442312,3.9705730958116843
爽,24,80,4.169925001442312,3.734521664779752
姚,24,80,4.0559581516151235,3.75
昏,24,80,4.037401197654111,3.82306798227366
陶,24,80,3.9705730958116843,3.9976702764876113
烈,24,80,3.969815782426811,3.936260027531526
晦,24,80,3.969815782426811,3.773557262275185
构,24,80,3.94770277922009,4.349648912578752
孰,24,80,3.8820451081368628,3.875
恤,24,80,3.807763576417195,3.914866303883101
殷,24,80,3.794653473544342,4.321928094887363
速,24,80,3.702819531114783,4.142914673354254
宅,24,80,3.6644977792004623,4.001822825622231
锐,24,80,3.589898095464287,3.9976702764876113
恃,24,80,3.576617644908665,4.186704345910023
岸,24,80,3.521640636343319,3.299896391167891
锋,24,80,3.459431618637298,2.568030335864211
冤,24,80,3.418295834054489,4.201841232302569
厌,24,80,3.41041725276052,3.880179922675737
吐,24,80,3.2406015629507228,4.08746284125034
童,24,80,3.139353872167201,3.663532754804254
偏,24,80,3.0031125421592044,4.262692390839622
艰,24,80,2.950212064914748,3.82790978214397
恒,23,80,4.523561956057013,3.459431618637298
浚,23,80,4.368522527728205,3.4992275471326932
环,23,80,4.221928094887362,4.03740119765411
距,23,80,4.070656113151928,3.6897037321995465
沉,23,80,4.0559581516151235,3.975418017913832
买,23,80,3.914866303883101,3.9705730958116843
铨,23,80,3.8365916681089787,3.9976702764876113
焚,23,80,3.7622673906514947,3.577819531114783
勒,23,80,3.7442393049484357,3.969815782426811
欺,23,80,3.6464393446710153,3.708132064658602
祐,23,80,3.606936732175321,3.3446983751597124
聘,23,80,3.3921472236645345,3.3082708345352603
醉,23,80,3.3815804883091634,3.794653473544342
馈,23,80,3.3464393446710154,4.061482186720774
欣,23,80,3.3414460711655214,3.9161269465882835
袁,23,80,3.3231428049945433,3.8073549220576055
准,23,80,3.2393538721672006,3.7871439606981383
倍,23,80,3.202819531114783,3.5414460711655216
佳,23,80,2.9922888713233777,3.6402239289418516
陋,23,80,2.8731406795131336,4.095795255000933
漕,23,80,2.8140154482997177,3.5503407095463873
曷,23,80,2.13831831092668,2.75
凉,23,80,2.133387491316597,2.499544305608131
矜,22,80,4.201841232302569,3.8268748818646374
骏,22,80,4.106603137064474,3.725480556997868
抱,22,80,4.058813890331201,3.787143960698138
尸,22,80,4.03740119765411,3.4414460711655215
绘,22,80,3.931720687981077,3.5465935642949384
阶,22,80,3.921928094887362,4.106603137064474
渠,22,80,3.875,4.021928094887362
丑,22,80,3.6835423624332306,4.201841232302569
晓,22,80,3.642149881636903,4.1219280948873624
匿,22,80,3.640223928941851,4.021928094887362
窦,22,80,3.6304126608739975,3.521640636343319
繁,22,80,3.5898980954642865,3.921928094887362
墨,22,80,3.530493056757482,3.3027227528624894
村,22,80,3.5068905956085183,3.7254805569978675
讽,22,80,3.373557262275185,3.884183719779189
偃,22,80,3.3263604079526927,3.75
姊,22,80,3.208694969562842,3.03856233607563
逊,22,80,3.1751231351134614,3.6537567082870006
旬,22,80,3.149673447186741,3.969815782426811
亩,22,80,3.149673447186741,2.196957186327418
序,22,80,3.09306920777189,4.1219280948873624
黎,22,80,3.071735027138169,3.6901165175936654
俾,21,80,4.297079327540665,2.584962500721156
停,21,80,4.169925001442312,4.0
瑰,21,80,4.058813890331201,3.0
讷,21,80,3.94770277922009,2.7773627950641693
偕,21,80,3.8924071185928746,4.08746284125034
赓,21,80,3.8924071185928746,2.94770277922009
矫,21,80,3.880179922675737,3.969815782426811
聪,21,80,3.8521687236032816,3.2359263506290334
凶,21,80,3.8365916681089787,3.884183719779189
彝,21,80,3.807763576417195,3.121928094887362
谭,21,80,3.794653473544342,3.6644977792004623
愤,21,80,3.7735572622751845,4.142664355548846
葛,21,80,3.75,3.134871139132726
驿,21,80,3.734521664779752,3.4316235658474294
盈,21,80,3.721928094887362,3.8521687236032816
旅,21,80,3.7004397181410926,3.3320953986601687
桑,21,80,3.6644977792004623,3.1761102515172546
铣,21,80,3.6644977792004623,2.7321588913645707
消,21,80,3.616348566075163,3.8924071185928746
怿,21,80,3.5898980954642865,2.292481250360578
怪,21,80,3.5766176449086644,3.794653473544342
奖,21,80,3.5724312513221195,3.6841837197791887
误,21,80,3.521640636343319,3.8521687236032816
卓,21,80,3.4992275471326932,3.124843548509147
银,21,80,3.4971558025756684,3.8365916681089787
褒,21,80,3.4632805178108104,3.326360407952693
泄,21,80,3.3927474104487847,3.6897037321995474
熟,21,80,3.3735572622751855,3.3921472236645345
价,21,80,3.3248629576173565,3.9219280948873623
黜,21,80,3.323231428797621,3.589898095464287
艺,21,80,3.277613436819116,3.4841837197791885
耕,21,80,3.2210972500579564,3.969815782426811
谅,21,80,3.149673447186741,3.188721875540867
俸,21,80,2.9312089489103235,3.7442393049484353
差,21,80,2.8073904508767225,3.4045428133422924
叩,21,80,2.7480638507320547,3.875
悔,21,80,2.6235166412180155,3.373557262275185
殆,21,80,2.603975726610715,3.6644977792004623
倦,21,80,2.5032583347756456,3.1464393446710153
值,20,80,4.142664355548846,3.584962500721156
频,20,80,4.1219280948873624,3.459431618637298
愉,20,80,4.0,3.418295834054489
缚,20,80,3.9841837197791885,3.773557262275185
星,20,80,3.969815782426811,3.8521687236032816
刻,20,80,3.892407118592875,4.021928094887363
驻,20,80,3.8924071185928746,3.6835423624332306
仙,20,80,3.8521687236032816,3.484183719779189
沔,20,80,3.8521687236032816,2.5219280948873624
课,20,80,3.8365916681089787,3.5068905956085183
勰,20,80,3.8365916681089787,2.75
款,20,80,3.8073549220576055,3.7216117239699003
轨,20,80,3.8073549220576055,3.308694969562842
妃,20,80,3.8073549220576055,3.239097917988786
珍,20,80,3.734521664779752,2.7216227854342443
遥,20,80,3.7254805569978675,3.75
赀,20,80,3.6644977792004623,3.497155802575668
靡,20,80,3.6402239289418516,3.794653473544342
露,20,80,3.452819531114783,3.94770277922009
秉,20,80,3.373557262275185,2.1887870678023824
牙,20,80,3.350209029099897,3.892407118592875
戮,20,80,3.2516291673878226,3.787143960698138
巧,20,80,3.238901256602631,3.5898980954642865
井,20,80,3.180832987205441,3.734521664779752
耿,20,80,3.139353872167201,3.3248629576173574
肥,20,80,3.024397470347699,2.4192407046368487
邸,20,80,2.94770277922009,4.021928094887362
毗,19,80,4.169925001442312,2.9219280948873623
谪,19,80,4.058813890331201,3.169925001442312
侃,19,80,3.8365916681089787,2.75
验,19,80,3.773557262275185,3.572469458770136
廓,19,80,3.773557262275185,2.8553885422075336
诋,19,80,3.75,4.058813890331201
珪,19,80,3.75,3.4182958340544896
残,19,80,3.734521664779752,3.8521687236032816
韦,19,80,3.734521664779752,3.625
逖,19,80,3.7254805569978675,2.7321588913645707
苍,19,80,3.6143694458867563,3.506890595608519
碑,19,80,3.589898095464287,3.826874881864636
徇,19,80,3.521640636343319,2.7777768114567865
龄,19,80,3.5068905956085183,2.2856005389623073
纯,19,80,3.5,2.091917186688699
携,19,80,3.3921472236645345,3.4565647621309536
凿,19,80,3.375,3.7735572622751845
婴,19,80,3.327819531114783,3.3248629576173574
巾,19,80,3.3248629576173574,3.0708470936225174
场,19,80,3.321928094887362,4.03740119765411
源,19,80,3.321928094887362,3.794653473544342
贷,19,80,3.2776134368191165,3.6835423624332306
例,19,80,3.277613436819116,3.734521664779752
畅,19,80,3.2516291673878226,3.506890595608518
麾,19,80,3.221097250057956,3.702819531114783
懿,19,80,3.182005814760214,3.076103170996721
似,19,80,3.1751231351134614,3.3027227528624894
俘,19,80,3.1556390622295662,3.188721875540867
岩,19,80,3.149397470347699,3.5766176449086644
享,19,80,3.1158340921632197,3.640223928941851
损,19,80,3.0220552088742,3.94770277922009
皋,19,80,3.0062389286533895,2.9749375012019272
洁,19,80,2.94770277922009,3.734521664779752
寨,19,80,2.94770277922009,3.614369445886757
痛,19,80,2.895423870280316,3.702819531114783
侧,19,80,2.8464393446710154,3.892407118592875
衔,19,80,2.771782221599798,3.734521664779752
喻,19,80,2.7395722619867224,3.7254805569978675
尧,19,80,2.682588730501833,3.969815782426811
怜,19,80,2.3220847276178658,3.7871439606981383
级,19,80,2.2516291673878226,2.860320777833044
赍,18,80,4.058813890331201,4.058813890331201
冒,18,80,4.058813890331201,3.7004397181410926
衎,18,80,4.0,2.321928094887362
垂,18,80,3.875,3.6644977792004623
偶,18,80,3.8521687236032816,3.906890595608518
梅,18,80,3.8365916681089787,3.3232314287976203
禽,18,80,3.75,3.392747410448785
偿,18,80,3.75,3.1692486956952335
忱,18,80,3.6644977792004623,2.8073904508767225
勃,18,80,3.589898095464287,3.084962500721156
鄙,18,80,3.577819531114783,3.1556390622295662
割,18,80,3.572469458770136,3.5465935642949384
排,18,80,3.521640636343319,3.8521687236032816
货,18,80,3.506890595608518,4.058813890331201
寓,18,80,3.5,3.378783493486176
伺,18,80,3.454822399946607,3.584962500721156
阻,18,80,3.418295834054489,3.8073549220576055
颂,18,80,3.418295834054489,3.5280643115840498
巢,18,80,3.3927474104487847,2.899397470347699
敝,18,80,3.334679141051595,3.418295834054489
句,18,80,3.277613436819116,2.5559130951758244
塘,18,80,3.2516291673878226,2.939829017466402
缓,18,80,3.2402239289418517,3.8073549220576055
叱,18,80,3.197159723424149,3.5465935642949384
格,18,80,3.188721875540867,4.169925001442312
惭,18,80,3.188721875540867,3.94770277922009
床,18,80,3.188721875540867,3.614369445886757
赤,18,80,3.1751231351134614,3.7004397181410926
协,18,80,3.1219280948873624,2.0157404324930677
咎,18,80,3.121928094887362,3.75
整,18,80,3.121928094887362,3.5898980954642865
鸡,18,80,3.027169118440619,3.577819531114783
绛,18,80,2.9232314287976204,2.75
丽,18,80,2.807354922057604,3.5249449750847117
盟,18,80,2.688721875540867,3.461320140211008
挺,18,80,2.649397470347699,3.027169118440619
佃,18,80,2.646782221599798,2.584962500721156
溺,18,80,2.6384600665861564,3.906890595608518
垒,18,80,2.5216406363433186,3.8365916681089787
樊,18,80,2.216917186688699,2.9182958340544896
丈,18,80,2.0349409139562287,3.323231428797621
综,17,80,4.0,3.121928094887362
仗,17,80,3.8073549220576055,3.75
貌,17,80,3.773557262275185,3.381580488309164
侔,17,80,3.773557262275185,2.5216406363433186
颢,17,80,3.7004397181410926,2.1609640474436813
鸟,17,80,3.6644977792004623,3.3927474104487847
拟,17,80,3.640223928941851,3.969815782426811
罕,17,80,3.572469458770136,3.75
基,17,80,3.459431618637298,3.3815804883091634
乙,17,80,3.4565647621309536,2.7321588913645707
洞,17,80,3.378783493486176,3.7004397181410926
迟,17,80,3.3735572622751846,3.2402239289418517
奚,17,80,3.3248629576173574,3.277613436819116
舜,17,80,3.277613436819116,2.4508257945180882
饷,17,80,3.2516291673878226,3.875
虐,17,80,3.2516291673878226,3.734521664779752
倒,17,80,3.2516291673878226,2.751629167387823
冰,17,80,3.188721875540867,3.875
血,17,80,3.182005814760214,3.375
咏,17,80,3.121928094887362,3.625
湘,17,80,3.027169118440619,3.392747410448785
堡,17,80,3.0,3.577819531114783
嫌,17,80,3.0,3.189898095464287
飨,17,80,2.950212064914747,3.2516291673878226
骇,17,80,2.9477027792200903,3.734521664779752
挠,17,80,2.94770277922009,3.734521664779752
堤,17,80,2.8553885422075336,3.106890595608518
鲜,17,80,2.8163075192246447,2.8464393446710154
骁,17,80,2.74894004700543,3.577819531114783
纷,17,80,2.7329145639793975,3.1329145639793974
绳,17,80,2.6384600665861555,3.75
汲,17,80,2.5306390622295662,3.277613436819116
冢,17,80,2.292481250360578,3.452819531114783
践,17,80,2.291620193427939,3.1018812234760182
伊,17,80,2.0349409139562287,2.2359263506290326
隙,17,80,2.0,2.895423870280316
遍,16,80,4.0,3.459431618637298
挟,16,80,4.0,3.2516291673878226
诡,16,80,3.906890595608518,3.5465935642949384
榜,16,80,3.875,3.6644977792004623
酬,16,80,3.773557262275185,3.546593564294939
炯,16,80,3.773557262275185,3.277613436819116
触,16,80,3.7735572622751845,3.459431618637298
涂,16,80,3.7735572622751845,3.452819531114783
韶,16,80,3.7004397181410926,3.169925001442312
铉,16,80,3.7004397181410926,2.94770277922009
斌,16,80,3.6644977792004623,2.807354922057604
烧,16,80,3.640223928941852,3.5465935642949384
笞,16,80,3.5898980954642865,3.4677201004745006
擅,16,80,3.577819531114783,3.8073549220576055
鉴,16,80,3.546593564294939,3.6402239289418516
叙,16,80,3.521640636343319,3.640223928941851
峻,16,80,3.521640636343319,3.2806390622295662
邵,16,80,3.456564762130954,3.459431618637298
握,16,80,3.4565647621309536,3.188721875540867
香,16,80,3.418295834054489,3.906890595608518
坏,16,80,3.418295834054489,3.7735572622751845
齿,16,80,3.418295834054489,3.640223928941851
植,16,80,3.3927474104487847,3.773557262275185
卖,16,80,3.3927474104487847,3.182005814760214
拯,16,80,3.375,3.121928094887362
裴,16,80,3.3735572622751855,3.459431618637298
辰,16,80,3.2776134368191165,3.09306920777189
藉,16,80,3.277613436819116,3.7004397181410926
饰,16,80,3.277613436819116,3.5068905956085183
雪,16,80,3.277613436819116,3.3248629576173565
舒,16,80,3.238901256602631,3.323231428797621
旷,16,80,3.2359263506290334,3.7735572622751845
沮,16,80,3.188721875540867,3.640223928941851
寸,16,80,3.169925001442312,3.077819531114783
宥,16,80,3.121928094887362,3.7004397181410926
午,16,80,3.095795255000934,3.378783493486176
音,16,80,3.027169118440619,3.180832987205441
赃,16,80,3.0269868333592873,3.189898095464287
悍,16,80,3.0,3.373557262275185
蒲,16,80,2.952819531114783,3.459431618637298
润,16,80,2.495602923729013,3.640223928941852
骂,16,80,2.463458298648303,3.0269868333592873
哲,16,80,2.3301249653149703,2.5216406363433186
晚,16,80,2.2998963911678914,3.240223928941852
彻,15,80,3.6644977792004623,3.6644977792004623
谗,15,80,3.6644977792004623,3.238901256602631
究,15,80,3.640223928941852,3.459431618637298
裁,15,80,3.584962500721156,3.8073549220576055
讥,15,80,3.418295834054489,3.188721875540867
雷,15,80,3.3927474104487847,2.9139770731827523
崖,15,80,3.334679141051595,3.521640636343319
翼,15,80,3.277613436819116,3.589898095464287
摄,15,80,3.2516291673878226,3.5068905956085183
汤,15,80,3.2516291673878226,3.321928094887362
茶,15,80,3.2516291673878226,2.8453509366224368
界,15,80,3.180832987205441,3.3248629576173574
薪,15,80,3.180832987205441,2.699513850319966
卜,15,80,3.180832987205441,2.6416041678685933
婢,15,80,3.121928094887362,3.3232314287976203
队,15,80,3.0957952550009344,2.9312089489103235
段,15,80,3.0957952550009344,2.8464393446710154
堕,15,80,3.0269868333592873,3.4677201004745006
算,15,80,3.0,3.1329145639793974
纸,15,80,2.94770277922009,3.6402239289418516
沿,15,80,2.9232314287976204,3.121928094887362
吊,15,80,2.9219280948873623,3.3927474104487847
挫,15,80,2.9139770731827523,2.699513850319966
掩,15,80,2.8553885422075336,3.6644977792004623
渔,15,80,2.8553885422075336,3.121928094887362
苗,15,80,2.846439344671015,3.09306920777189
淫,15,80,2.8073904508767225,3.521640636343319
颍,15,80,2.8073904508767225,2.2221915755066783
饱,15,80,2.751629167387823,3.182005814760214
狄,15,80,2.7321588913645702,2.4464393446710155
巴,15,80,2.6644977792004614,3.334679141051595
闾,15,80,2.413088436425758,2.481714572986073
陇,15,80,2.148834854280917,3.321928094887362
琰,15,80,2.0930692077718898,3.4182958340544896
拘,14,80,3.7004397181410926,3.027169118440619
楷,14,80,3.7004397181410926,3.0220552088742
坦,14,80,3.7004397181410926,2.725480556997868
浸,14,80,3.584962500721156,3.418295834054489
倭,14,80,3.5465935642949384,3.277613436819116
铠,14,80,3.4182958340544896,3.321928094887362
悬,14,80,3.3927474104487847,3.4182958340544896
姜,14,80,3.378783493486176,3.321928094887362
拥,14,80,3.3248629576173574,3.4182958340544896
揖,14,80,3.277613436819116,2.6464393446710157
绥,14,80,3.2516291673878226,3.121928094887362
迫,14,80,3.169925001442312,3.378783493486176
狗,14,80,3.095795255000934,3.3927474104487847
晨,14,80,3.09306920777189,2.5216406363433186
窥,14,80,3.0849625007211556,2.6464393446710153
劲,14,80,3.0220552088742005,3.8073549220576055
狼,14,80,3.0220552088742,2.5503407095463886
镜,14,80,3.0,3.6644977792004623
旌,14,80,2.9852281360342516,2.94770277922009
贰,14,80,2.9477027792200903,3.584962500721156
悼,14,80,2.94770277922009,3.180832987205441
弩,14,80,2.94770277922009,2.6535442970305683
惑,14,80,2.9312089489103235,3.6644977792004623
黑,14,80,2.9312089489103235,3.0269868333592873
轶,14,80,2.9219280948873623,2.688721875540867
洮,14,80,2.9219280948873623,2.4508257945180882
册,14,80,2.9182958340544896,3.418295834054489
忿,14,80,2.9139770731827523,3.334679141051595
讯,14,80,2.8464393446710154,3.546593564294939
剧,14,80,2.845350936622437,3.584962500721156
办,14,80,2.725480556997868,3.521640636343319
疲,14,80,2.6464393446710153,3.521640636343319
恣,14,80,2.5949066182439395,3.277613436819116
砦,14,80,2.584962500721156,3.7004397181410926
恳,14,80,2.5503407095463886,3.188721875540867
摇,14,80,2.5216406363433186,3.085055102756477
酷,14,80,2.2221915755066783,3.4182958340544896
热,14,80,2.1280852788913944,3.238901256602631
跃,14,80,2.049452072789394,3.3927474104487847
借,13,80,3.7004397181410926,2.75
姑,13,80,3.7004397181410926,2.321928094887362
析,13,80,3.584962500721156,3.2516291673878226
湛,13,80,3.546593564294939,3.0957952550009344
倡,13,80,3.459431618637298,3.459431618637298
屠,13,80,3.4182958340544896,2.9219280948873623
姿,13,80,3.4182958340544896,2.8453509366224368
荜,13,80,3.4182958340544896,2.1280852788913944
穿,13,80,3.3927474104487847,3.321928094887362
盾,13,80,3.321928094887362,3.188721875540867
途,13,80,3.2776134368191165,2.8731406795131336
汗,13,80,3.2776134368191165,2.4040097573248604
狂,13,80,3.277613436819116,3.418295834054489
装,13,80,3.277613436819116,3.3927474104487847
钟,13,80,3.277613436819116,2.9219280948873623
皙,13,80,3.277613436819116,2.584962500721156
鞫,13,80,3.188721875540867,3.584962500721156
核,13,80,3.188721875540867,3.277613436819116
郁,13,80,3.188721875540867,2.4056390622295662
荷,13,80,3.180832987205441,3.0957952550009344
彪,13,80,3.180832987205441,2.5032583347756456
兽,13,80,3.169925001442312,3.334679141051595
伦,13,80,3.169925001442312,2.8553885422075336
峰,13,80,3.169925001442312,2.054585169337799
限,13,80,3.121928094887362,3.0269868333592873
胄,13,80,3.121928094887362,2.353533948577482
蓄,13,80,3.027169118440619,3.277613436819116
暗,13,80,3.027169118440619,3.121928094887362
剌,13,80,3.0269868333592873,2.873140679513133
猛,13,80,3.0,3.584962500721156
竭,13,80,3.0,3.418295834054489
巷,13,80,3.0,3.3927474104487847
像,13,80,2.8453509366224368,3.321928094887362
赡,13,80,2.807354922057604,3.584962500721156
幕,13,80,2.751629167387823,2.8553885422075336
题,13,80,2.75,3.5465935642949384
嗜,13,80,2.7321588913645707,3.238901256602631
犬,13,80,2.6416041678685933,3.0220552088742
伟,13,80,2.584962500721156,3.0220552088742
壑,13,80,2.584962500721156,2.9312089489103235
腹,13,80,2.5503407095463886,3.334679141051595
诱,13,80,2.4040097573248604,3.334679141051595
魁,13,80,2.2359263506290326,2.4508257945180882
扈,13,80,2.197159723424149,2.6416041678685933
互,13,80,2.1920058354921066,3.277613436819116
酌,13,80,2.1609640474436813,2.5216406363433186
写,12,80,3.584962500721156,3.459431618637298
咨,12,80,3.459431618637298,3.277613436819116
兹,12,80,3.459431618637298,2.75
占,12,80,3.4182958340544896,3.121928094887362
宏,12,80,3.321928094887362,3.321928094887362
眷,12,80,3.321928094887362,3.169925001442312
波,12,80,3.321928094887362,3.121928094887362
麦,12,80,3.321928094887362,2.94770277922009
纠,12,80,3.321928094887362,2.8464393446710154
祜,12,80,3.2776134368191165,2.8553885422075336
慈,12,80,3.277613436819116,3.321928094887362
扼,12,80,3.2516291673878226,2.584962500721156
烟,12,80,3.188721875540867,3.169925001442312
辇,12,80,3.188721875540867,3.0957952550009344
禹,12,80,3.169925001442312,3.321928094887362
苛,12,80,3.121928094887362,3.418295834054489
胥,12,80,3.121928094887362,3.0957952550009344
垦,12,80,3.121928094887362,2.9219280948873623
胁,12,80,3.0957952550009344,3.459431618637298
舅,12,80,3.0957952550009344,3.0957952550009344
轩,12,80,3.095795255000934,3.459431618637298
泛,12,80,3.0220552088742,3.321928094887362
询,12,80,3.0,3.121928094887362
讫,12,80,3.0,2.8453509366224368
戈,12,80,3.0,2.4182958340544896
嚣,12,80,2.9219280948873623,3.0
坠,12,80,2.9219280948873623,2.94770277922009
鞭,12,80,2.8464393446710154,3.321928094887362
污,12,80,2.807354922057604,3.2516291673878226
浦,12,80,2.75,3.2516291673878226
毫,12,80,2.7321588913645707,2.792481250360578
啖,12,80,2.6464393446710153,3.321928094887362
铭,12,80,2.6416041678685933,2.725480556997868
谔,12,80,2.6416041678685933,2.5949066182439395
譬,12,80,2.617492461184755,2.0
滥,12,80,2.5,3.459431618637298
陂,12,80,2.5,2.94770277922009
妙,12,80,2.5,2.2810361125534233
壬,12,80,2.4591479170272446,2.0
姬,12,80,2.446439344671015,3.2776134368191165
淑,12,80,2.3219280948873626,2.4193819456463714
漏,12,80,2.2810361125534233,3.2516291673878226
沐,12,80,2.2810361125534233,2.5
岛,12,80,2.251629167387823,3.584962500721156
怠,12,80,2.2359263506290326,3.418295834054489
暑,12,80,2.2359263506290326,2.855388542207534
於,12,80,2.186704345910025,2.2516291673878226
绪,12,80,2.1556390622295662,2.845350936622437
泗,12,80,2.1556390622295662,2.6464393446710153
畿,12,80,2.1174924611847548,3.121928094887362
谤,12,80,2.113283334294875,2.9219280948873623
枉,12,80,2.0,3.418295834054489
柄,12,80,2.0,2.845350936622437
瓖,11,80,3.321928094887362,2.0
角,11,80,3.169925001442312,3.459431618637298
饬,11,80,3.169925001442312,3.121928094887362
蛇,11,80,3.121928094887362,2.9219280948873623
巫,11,80,3.0957952550009344,2.94770277922009
辛,11,80,3.0957952550009344,2.584962500721156
莅,11,80,3.095795255000934,2.807354922057604
盘,11,80,3.027169118440619,3.121928094887362
滑,11,80,3.027169118440619,2.9477027792200903
囊,11,80,3.0,2.94770277922009
舌,11,80,3.0,2.2221915755066783
丐,11,80,2.9477027792200903,2.2359263506290326
烦,11,80,2.94770277922009,3.2776134368191165
邦,11,80,2.94770277922009,3.1219280948873624
遏,11,80,2.94770277922009,3.121928094887362
钞,11,80,2.9219280948873623,3.1219280948873624
皮,11,80,2.8464393446710154,3.169925001442312
剖,11,80,2.845350936622437,3.0
眉,11,80,2.8453509366224368,2.9477027792200903
械,11,80,2.807354922057604,2.725480556997868
柏,11,80,2.807354922057604,2.6464393446710153
辑,11,80,2.807354922057604,2.5503407095463886
证,11,80,2.75,3.459431618637298
琴,11,80,2.75,3.0957952550009344
励,11,80,2.75,3.0957952550009344
祷,11,80,2.75,3.0
廪,11,80,2.75,2.2998963911678914
昨,11,80,2.75,2.1556390622295662
裨,11,80,2.73215889136457,3.2776134368191165
渭,11,80,2.725480556997868,2.913977073182752
阖,11,80,2.725480556997868,2.725480556997868
那,11,80,2.725480556997868,2.5216406363433186
漳,11,80,2.725480556997868,2.1280852788913944
活,11,80,2.721928094887362,2.1609640474436813
